Trait	Total Observed scale h2	h2_se	Lambda GC	Mean Chi^2	Intercept	int_se	Ratio	Z_h2
FINNGEN_R6_COX_ARTHROSIS.results	0.0212	0.0033	1.1428	1.1662	1.0737	0.0094	 0.4435 (0.0564)	6.424242424
FINNGEN_R6_SLEEP.results	0.0186	0.0029	1.1683	1.1851	1.0856	0.0094	 0.4626 (0.0508)	6.413793103
NEALE2_3731.results	0.1154	0.018	1.0466	1.0526	0.9982	0.0058		6.411111111
NEALE2_20107_101.results	0.0096	0.0015	1.0496	1.0602	1.0002	0.0069	 0.0029 (0.1152)	6.4
NEALE2_6147_4.results	0.0096	0.0015	1.0802	1.0801	1.0133	0.0063	 0.1663 (0.0791)	6.4
FINNGEN_R6_J10_ASTHMA_MAIN_EXMORE.results	0.0339	0.0053	1.1747	1.2128	1.0907	0.0108	 0.4263 (0.0506)	6.396226415
GCST90016673.results	0.1726	0.027	1.0957	1.121	1.0086	0.0066	 0.071 (0.0548)	6.392592593
NEALE2_6145_2.results	0.0115	0.0018	1.0833	1.0892	1.0074	0.0073	 0.0826 (0.082)	6.388888889
GCST004074.results	0.1354	0.0212	1.0833	1.0962	1.0144	0.0078	 0.1496 (0.0815)	6.386792453
FINNGEN_R6_J10_ASTHMA_MAIN.results	0.0332	0.0052	1.1779	1.2193	1.0965	0.0109	 0.44 (0.0495)	6.384615385
FINNGEN_R6_KRA_PSY_SCHIZODEL_EXMORE.results	0.0166	0.0026	1.0679	1.0825	1.0127	0.007	 0.1543 (0.0849)	6.384615385
FINNGEN_R6_M13_SPINSTENOSIS.results	0.0217	0.0034	1.1207	1.1418	1.0516	0.0082	 0.3641 (0.0579)	6.382352941
GCST90012877.results	0.0185	0.0029	1.1396	1.1986	1.0331	0.0092	 0.1664 (0.0463)	6.379310345
FINNGEN_R6_F5_ALLANXIOUS.results	0.0153	0.0024	1.1082	1.1183	1.0405	0.0082	 0.3426 (0.0694)	6.375
FINNGEN_R6_ASTHMA_NAS_EXMORE.results	0.0274	0.0043	1.1113	1.1273	1.0366	0.0083	 0.2875 (0.065)	6.372093023
FINNGEN_R6_I9_AF.results	0.0567	0.0089	1.1587	1.2443	1.0665	0.0122	 0.2721 (0.0497)	6.370786517
NEALE2_757_raw.results	0.0159	0.0025	1.0588	1.0644	1.0028	0.0068	 0.0436 (0.1063)	6.36
GCST005186.results	0.1023	0.0161	1.0926	1.1216	1.0042	0.0075	 0.0345 (0.0614)	6.354037267
FINNGEN_R6_M13_SOFTTISSUEOTH.results	0.0184	0.0029	1.1113	1.1313	1.0474	0.0081	 0.3611 (0.0621)	6.344827586
FINNGEN_R6_I9_MI.results	0.0203	0.0032	1.1207	1.161	1.0636	0.0092	 0.3948 (0.0569)	6.34375
FINNGEN_R6_M13_SPONDYLOPATHY.results	0.0228	0.0036	1.1683	1.1995	1.0966	0.0098	 0.4843 (0.049)	6.333333333
NEALE2_20110_12.results	0.0095	0.0015	1.0557	1.068	1.007	0.0064	 0.1028 (0.0937)	6.333333333
SAIGE_327_3.results	0.0095	0.0015	1.071	1.0725	0.9955	0.0078		6.333333333
NEALE2_20405_0.results	0.0272	0.0043	1.0618	1.0713	1.0084	0.0066	 0.1176 (0.0922)	6.325581395
GCST005067.results	0.3672	0.0581	1.5181	1.2333	1.1675	0.0068	 0.7181 (0.0293)	6.320137694
GCST90060509.results	0.3315	0.0525	1.0466	1.0376	0.9728	0.0089		6.314285714
FINNGEN_R6_ASTHMA_INFECTIONS.results	0.0303	0.0048	1.1459	1.1631	1.0565	0.0091	 0.3462 (0.056)	6.3125
NEALE2_1468_1.results	0.0101	0.0016	1.0679	1.0689	1.0085	0.0064	 0.1235 (0.0925)	6.3125
GCST005346.results	0.3197	0.0507	1.0557	1.0661	1.0035	0.0061	 0.0528 (0.0926)	6.305719921
NEALE2_1737.results	0.1033	0.0164	1.3306	1.6321	1.0424	0.0117	 0.067 (0.0184)	6.298780488
FINNGEN_R6_I9_HEARTFAIL_AND_OVERWEIGHT.results	0.0132	0.0021	1.1082	1.125	1.0562	0.0084	 0.4494 (0.0673)	6.285714286
FINNGEN_R6_I9_HEARTFAIL_NS.results	0.0132	0.0021	1.1082	1.125	1.0562	0.0084	 0.4494 (0.0673)	6.285714286
NEALE2_2306.results	0.0088	0.0014	1.0772	1.0838	1.0245	0.0066	 0.292 (0.0786)	6.285714286
SAIGE_720.results	0.0088	0.0014	1.0679	1.0693	1.0003	0.0068	 0.0043 (0.0983)	6.285714286
FINNGEN_R6_THYROID_DISORDER_IBD.results	0.0484	0.0077	1.0557	1.0864	1.01	0.008	 0.1159 (0.0925)	6.285714286
GCST003129.results	0.378	0.0602	1.0496	1.1057	1.0032	0.0091	 0.03 (0.0859)	6.279069767
FINNGEN_R6_J10_COPD.results	0.0182	0.0029	1.127	1.1355	1.0517	0.0085	 0.382 (0.0627)	6.275862069
SAIGE_428_2.results	0.0069	0.0011	1.0527	1.0496	0.9942	0.0061		6.272727273
FINNGEN_R6_M13_LOWBACKPAIN.results	0.0188	0.003	1.1207	1.1305	1.0496	0.0082	 0.3805 (0.0632)	6.266666667
GCST90014240.results	0.0119	0.0019	1.1301	1.1392	1.0685	0.0066	 0.492 (0.0471)	6.263157895
GCST003367.results	0.0908	0.0145	1.0679	1.0604	0.9971	0.0067		6.262068966
NEALE2_20530.results	0.0263	0.0042	1.0557	1.0652	1.0036	0.0066	 0.0545 (0.1016)	6.261904762
NEALE2_6143_2.results	0.0169	0.0027	1.0557	1.0612	0.9979	0.006		6.259259259
SAIGE_339.results	0.0075	0.0012	1.0527	1.0556	0.9945	0.0063		6.25
NEALE2_22607_0.results	0.0356	0.0057	1.071	1.0684	1.0047	0.0066	 0.0687 (0.0967)	6.245614035
FINNGEN_R6_CARDIAC_ARRHYTM.results	0.0362	0.0058	1.1587	1.2182	1.0744	0.0097	 0.341 (0.0444)	6.24137931
NEALE2_20001_1061.results	0.0106	0.0017	1.0527	1.0736	0.9974	0.0073		6.235294118
GCST000571.results	0.0753	0.0121	1.071	1.062	1.006	0.0061	 0.0963 (0.0986)	6.223140496
FINNGEN_R6_K11_ENERCOLNONINF.results	0.0143	0.0023	1.0864	1.1085	1.0329	0.009	 0.3029 (0.0831)	6.217391304
FINNGEN_R6_F5_PERSOBEH.results	0.0124	0.002	1.0802	1.0862	1.0224	0.0074	 0.2602 (0.0853)	6.2
NEALE2_1707_1.results	0.0093	0.0015	1.071	1.0735	1.0079	0.0068	 0.1078 (0.093)	6.2
FINNGEN_R6_H7_CATARACTSENILE.results	0.0167	0.0027	1.1082	1.1315	1.0464	0.0096	 0.353 (0.0727)	6.185185185
FINNGEN_R6_M13_ARTHTROSIS_COX_PRIM_ICD10.results	0.0167	0.0027	1.127	1.1557	1.069	0.0089	 0.4428 (0.0572)	6.185185185
FINNGEN_R6_G6_EPIPAROX.results	0.0204	0.0033	1.1747	1.1894	1.0793	0.01	 0.4187 (0.0529)	6.181818182
GCST90016600.results	0.1774	0.0287	1.0466	1.0609	0.9903	0.0072		6.181184669
FINNGEN_R6_M13_SCIATICA.results	0.0173	0.0028	1.0926	1.1	1.0289	0.0076	 0.2888 (0.0759)	6.178571429
FINNGEN_R6_M13_ROTATORCUFF.results	0.0179	0.0029	1.127	1.1404	1.0631	0.008	 0.4492 (0.0569)	6.172413793
GCST90038697.results	0.0074	0.0012	1.0466	1.0803	1.009	0.0065	 0.1116 (0.0806)	6.166666667
NEALE2_1259.results	0.0111	0.0018	1.071	1.0785	1.0057	0.0073	 0.0727 (0.0926)	6.166666667
GCST90014242.results	0.0117	0.0019	1.1555	1.1506	1.0808	0.007	 0.5365 (0.0463)	6.157894737
NEALE2_20019_raw.results	0.0246	0.004	1.0527	1.0588	1.0039	0.0063	 0.0655 (0.1075)	6.15
NEALE2_5699.results	0.1506	0.0245	1.0679	1.0618	0.9995	0.0066		6.146938776
GCST006464.results	0.0295	0.0048	1.1082	1.1253	1.056	0.0067	 0.4466 (0.0536)	6.145833333
SAIGE_365.results	0.0086	0.0014	1.0557	1.0741	1.0056	0.007	 0.0762 (0.0943)	6.142857143
FINNGEN_R6_M13_HAMMERTOE.results	0.0178	0.0029	1.0772	1.0833	1.0212	0.0077	 0.2542 (0.0923)	6.137931034
GCST90038615.results	0.0092	0.0015	1.0466	1.0846	0.9985	0.0064		6.133333333
FINNGEN_R6_O15_PREG_ABORT.results	0.0233	0.0038	1.0957	1.0987	1.0312	0.0073	 0.3157 (0.074)	6.131578947
SAIGE_740_11.results	0.0104	0.0017	1.0802	1.0957	1.0142	0.0079	 0.1487 (0.0823)	6.117647059
FINNGEN_R6_I9_OTHHEART.results	0.0159	0.0026	1.1333	1.1587	1.0773	0.0081	 0.4871 (0.0513)	6.115384615
NEALE2_22619_0.results	0.0318	0.0052	1.0557	1.061	1.0043	0.0064	 0.0708 (0.1056)	6.115384615
FINNGEN_R6_J10_COPDNAS.results	0.0177	0.0029	1.1175	1.1322	1.0507	0.0086	 0.3837 (0.0652)	6.103448276
GCST90038640.results	0.0061	0.001	1.0466	1.0769	1.0196	0.0062	 0.2548 (0.0808)	6.1
FINNGEN_R6_N14_ENDOMETRIOSIS_OVARY.results	0.0492	0.0081	1.0618	1.0942	1.0096	0.0092	 0.102 (0.0974)	6.074074074
NEALE2_20548_1.results	0.0249	0.0041	1.0588	1.0576	1.0009	0.0061	 0.0151 (0.1068)	6.073170732
SAIGE_530_12.results	0.0085	0.0014	1.0679	1.0694	1.0056	0.007	 0.0812 (0.1004)	6.071428571
FINNGEN_R6_N14_ENDOMETRIOSIS_ASRM_STAGE3_4.results	0.0267	0.0044	1.0772	1.1053	1.0257	0.0092	 0.2445 (0.0869)	6.068181818
GCST90038680.results	0.0097	0.0016	1.0957	1.1031	1.0112	0.0071	 0.109 (0.0692)	6.0625
NEALE2_5118_raw.results	0.0436	0.0072	1.0588	1.0696	1.014	0.0061	 0.2006 (0.0877)	6.055555556
GCST002223.results	0.1907	0.0315	1.0315	1.2267	0.8811	0.0102		6.053968254
FINNGEN_R6_F5_PERSONALITY.results	0.0115	0.0019	1.0802	1.0783	1.0197	0.0075	 0.2513 (0.0961)	6.052631579
FINNGEN_R6_K11_HERING.results	0.0272	0.0045	1.1364	1.2087	1.0717	0.0098	 0.3437 (0.047)	6.044444444
FINNGEN_R6_I9_HEARTFAIL_AND_CHD.parquet.results	0.0139	0.0023	1.0957	1.1055	1.0369	0.0082	 0.3494 (0.0774)	6.043478261
FINNGEN_R6_I9_HEARTFAIL_AND_CHD.results	0.0139	0.0023	1.0957	1.1055	1.0369	0.0082	 0.3494 (0.0774)	6.043478261
GCST002222.results	0.1643	0.0272	1.0255	1.1995	0.9076	0.0089		6.040441176
NEALE2_3476.results	0.1135	0.0188	1.0436	1.0474	0.9897	0.0064		6.037234043
FINNGEN_R6_RX_STATIN.results	0.0428	0.0071	1.2764	1.4821	1.2635	0.0204	 0.5465 (0.0423)	6.028169014
GCST90014292.results	0.0903	0.015	1.0588	1.0749	1.0149	0.0071	 0.1982 (0.0949)	6.02
GCST001837.results	0.2721	0.0453	1.0741	1.0779	1.0049	0.0093	 0.0632 (0.1196)	6.006622517
FINNGEN_R6_I9_HEARTFAIL_ALLCAUSE.results	0.0132	0.0022	1.1082	1.1247	1.0561	0.0083	 0.45 (0.0667)	6
FINNGEN_R6_N14_HYPERTROPHYBREAST.results	0.0258	0.0043	1.071	1.085	1.0134	0.0078	 0.1581 (0.0917)	6
NEALE2_20003_1141146198.results	0.0078	0.0013	1.0405	1.0457	0.9906	0.0064		6
SAIGE_788.results	0.0078	0.0013	1.0679	1.0703	1.0077	0.0065	 0.1093 (0.0923)	6
GCST90060355.results	0.294	0.049	1.0466	1.0368	0.9789	0.009		6
NEALE2_2227.results	0.009	0.0015	1.0833	1.0892	1.0258	0.0071	 0.2887 (0.0793)	6
GCST000568.results	0.0988	0.0165	1.0679	1.084	0.9948	0.0067		5.987878788
NEALE2_20547_3.results	0.0269	0.0045	1.0557	1.0644	1.0017	0.0068	 0.0258 (0.1054)	5.977777778
FINNGEN_R6_N14_ENDOMETRIOSIS.results	0.0478	0.008	1.0957	1.1317	1.0418	0.0098	 0.3178 (0.0748)	5.975
SAIGE_740_9.results	0.0131	0.0022	1.1019	1.118	1.0126	0.0086	 0.1065 (0.0726)	5.954545455
GCST90012113.results	0.2202	0.037	1.4281	1.9143	1.0728	0.0124	 0.0797 (0.0136)	5.951351351
FINNGEN_R6_J10_INFLUPNEU.results	0.0113	0.0019	1.071	1.0792	1.0203	0.007	 0.2562 (0.0879)	5.947368421
NEALE2_6152_5.results	0.0107	0.0018	1.0618	1.0819	1.0064	0.0069	 0.0776 (0.0843)	5.944444444
FINNGEN_R6_I9_HYPTENSPREG.results	0.0267	0.0045	1.1082	1.1158	1.0353	0.0079	 0.3052 (0.0685)	5.933333333
FINNGEN_R6_O15_HYPTENSPREG.results	0.0267	0.0045	1.1082	1.1158	1.0353	0.0079	 0.3052 (0.0685)	5.933333333
SAIGE_574_12.results	0.0089	0.0015	1.0557	1.071	1.0011	0.0073	 0.0149 (0.1033)	5.933333333
GCST90012110.results	0.307	0.0518	1.7648	3.5201	1.2617	0.0252	 0.1038 (0.01)	5.926640927
GCST003392.results	0.0474	0.008	1.0957	1.0772	1.0172	0.0069	 0.2228 (0.0897)	5.925
NEALE2_22616_1.results	0.0302	0.0051	1.0557	1.0624	1.0083	0.0063	 0.1334 (0.101)	5.921568627
SAIGE_800.results	0.0071	0.0012	1.0557	1.0594	1.0039	0.0064	 0.0652 (0.107)	5.916666667
FINNGEN_R6_ASTHMA_OBESITY.results	0.0207	0.0035	1.0957	1.104	1.0363	0.0076	 0.3487 (0.0729)	5.914285714
GCST005073.results	0.3458	0.0585	1.5733	1.2559	1.1923	0.0067	 0.7515 (0.026)	5.911111111
NEALE2_5157_raw.results	0.078	0.0132	1.0679	1.0791	1.0162	0.007	 0.2053 (0.089)	5.909090909
FINNGEN_R6_COPD_ASTHMA_PNEUMONIA_SEPSIS.results	0.013	0.0022	1.0802	1.0844	1.0266	0.0067	 0.3156 (0.0793)	5.909090909
FINNGEN_R6_PULM_PNEUMONIA_SEPSIS.results	0.013	0.0022	1.0802	1.0844	1.0266	0.0067	 0.3156 (0.0793)	5.909090909
GCST90060277.results	0.3563	0.0603	0.9986	1.0403	0.9694	0.0095		5.908789386
GCST90012111.results	0.27	0.0457	1.8405	3.1814	1.2014	0.0244	 0.0923 (0.0112)	5.90809628
NEALE2_2624.results	0.0189	0.0032	1.0649	1.0644	1.0112	0.0059	 0.1736 (0.092)	5.90625
FINNGEN_R6_H8_MIDDLEMASTOID.results	0.0118	0.002	1.0618	1.0735	1.0133	0.0068	 0.1806 (0.0924)	5.9
FINNGEN_R6_I9_HYPTENSHR.results	0.0171	0.0029	1.0772	1.0898	1.0219	0.0087	 0.2444 (0.0964)	5.896551724
GCST005065.results	0.3315	0.0563	1.5883	1.2528	1.1907	0.0077	 0.7541 (0.0306)	5.888099467
FINNGEN_R6_I9_CHD.results	0.02	0.0034	1.1459	1.2029	1.0979	0.0105	 0.4826 (0.0515)	5.882352941
NEALE2_20550_3.results	0.0282	0.0048	1.0496	1.052	0.9966	0.006		5.875
NEALE2_20529.results	0.0276	0.0047	1.0679	1.0711	1.0055	0.0068	 0.0771 (0.0957)	5.872340426
NEALE2_20413.results	0.0399	0.0068	1.0436	1.0478	0.9966	0.0065		5.867647059
GCST90038681.results	0.0082	0.0014	1.0466	1.0793	1.0021	0.0078	 0.0268 (0.0985)	5.857142857
SAIGE_300.results	0.0082	0.0014	1.071	1.0683	1.0081	0.0066	 0.1185 (0.0962)	5.857142857
SAIGE_803.results	0.0076	0.0013	1.0618	1.0708	1.011	0.0068	 0.1559 (0.096)	5.846153846
GCST90000617.results	0.097	0.0166	1.4637	1.8941	1.055	0.0134	 0.0615 (0.015)	5.843373494
GCST005581.results	3.4491	0.592	1.5327	2.0097	1.1588	0.0473	 0.1573 (0.0469)	5.826182432
GCST90014288.results	0.089	0.0153	1.0741	1.0762	1.0159	0.0062	 0.2085 (0.0808)	5.816993464
FINNGEN_R6_F5_SCHIZO.results	0.0122	0.0021	1.0618	1.0767	1.0131	0.007	 0.1703 (0.091)	5.80952381
FINNGEN_R6_KRA_PSY_PERSON_EXMORE.results	0.0151	0.0026	1.0802	1.093	1.0313	0.0075	 0.3364 (0.0808)	5.807692308
FINNGEN_R6_M13_SPONDYLOLISTHESIS.results	0.0174	0.003	1.071	1.0781	1.0088	0.0074	 0.1131 (0.0947)	5.8
SAIGE_743_11.results	0.0087	0.0015	1.0679	1.0793	1.0078	0.008	 0.0978 (0.1013)	5.8
GCST90000618.results	0.0881	0.0152	1.4962	1.9641	1.0556	0.0136	 0.0577 (0.0141)	5.796052632
NEALE2_5087_raw.results	0.0347	0.006	1.0618	1.0548	1.002	0.0062	 0.0361 (0.114)	5.783333333
NEALE2_22608_1.results	0.0387	0.0067	1.0588	1.0715	1.0016	0.0073	 0.022 (0.1014)	5.776119403
FINNGEN_R6_I9_ATHSCLE.results	0.0127	0.0022	1.0864	1.1	1.0356	0.0075	 0.3559 (0.075)	5.772727273
NEALE2_20003_1141156836.results	0.0075	0.0013	1.0436	1.0476	0.9942	0.0066		5.769230769
NEALE2_3526_raw.results	0.015	0.0026	1.0802	1.082	1.0176	0.007	 0.2144 (0.0849)	5.769230769
SAIGE_300_1.results	0.0075	0.0013	1.0679	1.0642	1.0086	0.0067	 0.1335 (0.1039)	5.769230769
FINNGEN_R6_COPD_HOSPITAL.results	0.0144	0.0025	1.1113	1.123	1.048	0.0082	 0.3901 (0.0667)	5.76
FINNGEN_R6_M13_CERVICDISC.results	0.0161	0.0028	1.1113	1.1198	1.0534	0.0072	 0.4461 (0.0603)	5.75
GCST003155.results	0.4104	0.0714	1.1715	1.2197	1.1001	0.0093	 0.4559 (0.0421)	5.74789916
GCST003156.results	0.4104	0.0714	1.1715	1.2197	1.1001	0.0093	 0.4559 (0.0421)	5.74789916
NEALE2_6153_4.results	0.0155	0.0027	1.0588	1.0607	1.0022	0.0062	 0.0356 (0.1019)	5.740740741
GCST003368.results	0.0928	0.0162	1.071	1.0669	1.0052	0.0068	 0.078 (0.1018)	5.728395062
FINNGEN_R6_KRA_PSY_SCHIZODEL.results	0.0126	0.0022	1.0618	1.079	1.0124	0.0072	 0.1566 (0.0907)	5.727272727
NEALE2_20546_4.results	0.0252	0.0044	1.0527	1.0578	0.9992	0.0072		5.727272727
NEALE2_4270.results	0.0252	0.0044	1.0649	1.0644	1.0059	0.0061	 0.092 (0.0943)	5.727272727
NEALE2_4674.results	0.0269	0.0047	1.0741	1.0756	1.0128	0.0077	 0.1698 (0.1018)	5.723404255
NEALE2_5110_raw.results	0.0726	0.0127	1.0679	1.078	1.0208	0.0064	 0.2668 (0.0819)	5.716535433
GCST90000049.results	0.0234	0.0041	1.0527	1.0584	1.0015	0.007	 0.0255 (0.1205)	5.707317073
SAIGE_555.results	0.0097	0.0017	1.0679	1.0838	1.0189	0.0073	 0.2259 (0.0874)	5.705882353
FINNGEN_R6_E4_HYTHY_AI_STRICT.results	0.0347	0.0061	1.1683	1.3206	1.153	0.0138	 0.4772 (0.0432)	5.68852459
GCST90038611.results	0.0091	0.0016	1.0466	1.0884	1.0019	0.0069	 0.0216 (0.0779)	5.6875
GCST90038628.results	0.0091	0.0016	1.0466	1.0902	1.0032	0.0073	 0.0352 (0.0807)	5.6875
NEALE2_20002_1094.results	0.0108	0.0019	1.0618	1.0816	1.0049	0.0071	 0.06 (0.0871)	5.684210526
NEALE2_20436.results	0.038	0.0067	1.0466	1.0439	0.9973	0.0059		5.671641791
GCST002216.results	0.178	0.0314	1.0135	1.2209	0.8767	0.0089		5.668789809
FINNGEN_R6_J10_PNEUMONIA.results	0.0102	0.0018	1.071	1.0745	1.0214	0.0067	 0.2877 (0.0893)	5.666666667
NEALE2_1468_2.results	0.0102	0.0018	1.0679	1.0775	1.0185	0.0068	 0.2385 (0.0876)	5.666666667
NEALE2_403.results	0.0085	0.0015	1.0741	1.0702	1.0099	0.0067	 0.141 (0.0955)	5.666666667
NEALE2_5158_raw.results	0.0742	0.0131	1.0496	1.0717	1.0112	0.0069	 0.1563 (0.0964)	5.664122137
GCST90025947.results	0.5238	0.0926	1.8405	4.7413	1.2399	0.033	 0.0641 (0.0088)	5.656587473
GCST90060254.results	0.3637	0.0643	0.9986	1.0442	0.9738	0.0082		5.6562986
GCST006487.results	0.0475	0.0084	1.0466	1.0607	1.0053	0.0064	 0.0874 (0.1047)	5.654761905
FINNGEN_R6_M13_ARTHTROSIS_COX_PRIM_HIPSURG.results	0.0147	0.0026	1.1082	1.1346	1.0598	0.0093	 0.444 (0.0693)	5.653846154
NEALE2_6155_2.results	0.0079	0.0014	1.0588	1.0537	0.9984	0.0066		5.642857143
GCST005072.results	0.2808	0.0498	1.5845	1.2565	1.2047	0.0066	 0.7982 (0.0257)	5.638554217
GCST90038614.results	0.0062	0.0011	1.0466	1.0551	0.9958	0.0065		5.636363636
NEALE2_4230_raw.results	0.0248	0.0044	1.0496	1.0521	0.996	0.0068		5.636363636
GCST90000614.results	0.1037	0.0184	1.4817	1.9543	1.063	0.0137	 0.066 (0.0144)	5.635869565
FINNGEN_R6_COPD_MODE.results	0.0214	0.0038	1.0957	1.1062	1.034	0.0081	 0.3203 (0.076)	5.631578947
GCST90012107.results	0.2939	0.0522	1.5585	2.1927	1.1209	0.0211	 0.1014 (0.0177)	5.630268199
FINNGEN_R6_F5_ALCOHOLAC.results	0.0135	0.0024	1.0802	1.0868	1.0189	0.0078	 0.2173 (0.0902)	5.625
FINNGEN_R6_H7_EYE.results	0.0118	0.0021	1.1082	1.1094	1.0483	0.0071	 0.4413 (0.0648)	5.619047619
NEALE2_22599.results	0.0309	0.0055	1.0649	1.0627	1.0084	0.0066	 0.1341 (0.1059)	5.618181818
FINNGEN_R6_I9_AF_REIMB.results	0.0481	0.0086	1.1207	1.1822	1.0433	0.0114	 0.2376 (0.0627)	5.593023256
FINNGEN_R6_ASTHMA_ACUTE_RESPIRATORY_INFECTIONS.results	0.0268	0.0048	1.127	1.1337	1.0418	0.0089	 0.3128 (0.0663)	5.583333333
FINNGEN_R6_K11_REFLUX.results	0.0134	0.0024	1.0864	1.0971	1.0313	0.0081	 0.3224 (0.083)	5.583333333
GCST90038658.results	0.0067	0.0012	1.0466	1.0718	1.007	0.0067	 0.0978 (0.0939)	5.583333333
SAIGE_565.results	0.0067	0.0012	0.946	0.9522	0.8982	0.0062	 NA (mean chi^2 < 1)	5.583333333
SAIGE_709_7.results	0.0067	0.0012	1.0436	1.0486	0.9958	0.006		5.583333333
SAIGE_721_1.results	0.0067	0.0012	1.0679	1.0631	1.0094	0.0062	 0.1493 (0.098)	5.583333333
FINNGEN_R6_ASTHMA_PNEUMONIA_AND_SEPSIS.results	0.0201	0.0036	1.0772	1.0937	1.0272	0.0077	 0.2901 (0.0817)	5.583333333
GCST90000615.results	0.1049	0.0188	1.4781	1.9718	1.0564	0.0139	 0.0581 (0.0144)	5.579787234
GCST90060235.results	0.3603	0.0646	1.0466	1.0493	0.9772	0.0094		5.577399381
NEALE2_2395_3.results	0.0507	0.0091	1.1175	1.2101	1.0366	0.0082	 0.1743 (0.039)	5.571428571
GCST000612.results	0.2479	0.0445	1.105	1.1345	1.0674	0.0086	 0.5011 (0.0637)	5.570786517
GCST005179.results	0.0718	0.0129	1.0679	1.0607	1.0083	0.0067	 0.1375 (0.1105)	5.565891473
FINNGEN_R6_L12_SKIN.results	0.0128	0.0023	1.1333	1.1448	1.0781	0.0079	 0.5396 (0.0547)	5.565217391
NEALE2_6033_raw.results	0.0606	0.0109	1.0772	1.0792	1.0137	0.0076	 0.1728 (0.0957)	5.559633028
GCST90027161.results	0.005	0.0009	1.0833	1.1229	1.0446	0.0088	 0.3634 (0.0719)	5.555555556
GCST004076.results	0.2765	0.0498	1.0988	1.1448	1.0217	0.0071	 0.1498 (0.0489)	5.552208835
NEALE2_20003_1140879778.results	0.0083	0.0015	1.0496	1.0661	1.007	0.0068	 0.1054 (0.1022)	5.533333333
SAIGE_743_1.results	0.0083	0.0015	1.0679	1.0783	1.009	0.0078	 0.1144 (0.1)	5.533333333
GCST90000616.results	0.1044	0.0189	1.4781	1.972	1.0638	0.0139	 0.0656 (0.0143)	5.523809524
NEALE2_6148_100.results	0.0265	0.0048	1.0802	1.0773	1.0158	0.0069	 0.2046 (0.089)	5.520833333
FINNGEN_R6_RX_CROHN_1STLINE.results	0.0149	0.0027	1.1523	1.1814	1.1019	0.0086	 0.5617 (0.0472)	5.518518519
FINNGEN_R6_I9_CVD_HARD.parquet.results	0.016	0.0029	1.1428	1.172	1.0891	0.0099	 0.5177 (0.0574)	5.517241379
FINNGEN_R6_I9_CVD_HARD.results	0.016	0.0029	1.1428	1.172	1.0891	0.0099	 0.5178 (0.0574)	5.517241379
SAIGE_317_1.results	0.0066	0.0012	1.0618	1.0639	1.0135	0.006	 0.2116 (0.0944)	5.5
FINNGEN_R6_J10_CHRONTONSADEN.results	0.0209	0.0038	1.1908	1.2178	1.1214	0.0098	 0.5573 (0.0448)	5.5
GCST90038693.results	0.0044	0.0008	0.9986	1.0193	0.9778	0.0056		5.5
NEALE2_1608.results	0.011	0.002	1.0679	1.0713	1.0156	0.0065	 0.2191 (0.0906)	5.5
NEALE2_2704.results	0.0154	0.0028	1.0436	1.0439	0.9992	0.0058		5.5
SAIGE_535_6.results	0.0077	0.0014	1.0527	1.0586	0.9991	0.0062		5.5
FINNGEN_R6_COPD_EARLY.results	0.0121	0.0022	1.0864	1.0922	1.0303	0.0069	 0.3291 (0.0749)	5.5
FINNGEN_R6_F5_ANXIETY.results	0.0121	0.0022	1.0772	1.0846	1.0251	0.0078	 0.2966 (0.0918)	5.5
GCST90060179.results	0.3293	0.0599	0.9986	1.0358	0.9702	0.0092		5.497495826
NEALE2_20409.results	0.0412	0.0075	1.0527	1.0595	1.0072	0.0066	 0.1204 (0.111)	5.493333333
NEALE2_20525.results	0.0236	0.0043	1.0496	1.05	0.9954	0.0064		5.488372093
GCST90060506.results	0.2713	0.0495	1.0466	1.0361	0.9826	0.009		5.480808081
FINNGEN_R6_ASTHMA_PNEUMONIA.results	0.0197	0.0036	1.0772	1.0927	1.0272	0.0077	 0.2941 (0.0826)	5.472222222
GCST90060511.results	0.29	0.053	1.0466	1.039	0.9818	0.0095		5.471698113
GCST90060468.results	0.2973	0.0544	1.0466	1.0358	0.9781	0.0095		5.465073529
NEALE2_20544_6.results	0.0224	0.0041	1.0466	1.0543	1.0021	0.007	 0.038 (0.1282)	5.463414634
FINNGEN_R6_I9_VHD.results	0.0142	0.0026	1.1019	1.1196	1.0554	0.0082	 0.4627 (0.0687)	5.461538462
SAIGE_735_21.results	0.0071	0.0013	1.0285	1.046	0.9907	0.0062		5.461538462
FINNGEN_R6_ASTHMA_HOSPITAL_MAIN.results	0.0191	0.0035	1.1683	1.2013	1.0984	0.0104	 0.4887 (0.0518)	5.457142857
FINNGEN_R6_M13_SPONDYLOSIS.results	0.0191	0.0035	1.1333	1.1417	1.0598	0.0095	 0.422 (0.0667)	5.457142857
GCST005060.results	0.2949	0.0541	1.5108	1.2224	1.1692	0.0066	 0.7607 (0.0298)	5.451016636
GCST90025967.results	0.117	0.0215	1.4281	1.8857	1.0669	0.0151	 0.0756 (0.017)	5.441860465
NEALE2_20518.results	0.0234	0.0043	1.0436	1.0481	0.9939	0.0062		5.441860465
NEALE2_22613_1.results	0.0288	0.0053	1.0436	1.0501	0.9996	0.0059		5.433962264
NEALE2_100390.results	0.0505	0.0093	1.0375	1.0395	0.988	0.0065		5.430107527
